date,hodder_place,henthorn,new_jumbles_rock,whalley_weir
2013-05-01,2.72,3.49,8.21,2.37
2013-05-02,2.42,3.02,7.32,2.25
2013-05-03,2.26,2.75,6.84,2.25
2013-05-04,2.22,2.79,6.95,2.32
2013-05-05,2.14,2.98,6.89,2.19
2013-05-06,2.02,3.42,7.2,2.16
2013-05-07,1.89,2.95,6.65,2.13
2013-05-08,1.89,2.63,6.39,2.21
2013-05-09,4.44,6.05,15.0,5.91
2013-05-10,7.89,16.9,32.9,6.33
2013-05-11,20.6,19.0,47.5,6.02
2013-05-12,24.8,19.4,54.1,7.85
2013-05-13,9.87,15.0,33.4,6.84
2013-05-14,9.33,16.3,44.6,17.9
2013-05-15,20.0,30.0,88.8,30.8
2013-05-16,7.04,11.6,28.0,7.71
2013-05-17,4.99,7.12,18.1,5.86
2013-05-18,7.05,15.7,34.1,9.71
2013-05-19,4.97,9.91,21.4,5.77
2013-05-20,3.83,6.27,14.6,4.4
2013-05-21,3.28,4.93,11.9,3.77
2013-05-22,2.86,4.15,10.3,3.46
2013-05-23,2.72,3.96,10.3,3.85
2013-05-24,2.61,3.43,9.02,3.15
2013-05-25,2.42,3.0,7.96,2.78
2013-05-26,2.29,2.68,7.33,2.64
2013-05-27,2.73,2.76,8.51,3.38
2013-05-28,3.62,3.42,10.9,4.33
2013-05-29,3.27,3.9,10.3,3.21
2013-05-30,2.59,3.01,8.29,2.89
2013-05-31,2.29,2.6,7.3,2.66
2013-06-01,2.11,2.27,6.53,2.42
2013-06-02,2.01,2.05,6.08,2.3
2013-06-03,1.93,1.91,5.8,2.25
2013-06-04,1.81,1.78,5.49,2.18
2013-06-05,1.74,1.7,5.3,2.16
2013-06-06,1.7,1.62,5.09,2.07
2013-06-07,1.63,1.54,4.94,2.06
2013-06-08,1.58,1.45,4.75,2.0
2013-06-09,1.55,1.4,4.63,1.97
2013-06-10,1.53,1.37,4.58,1.97
2013-06-11,1.54,1.4,4.64,2.02
2013-06-12,1.99,1.58,5.4,2.35
2013-06-13,3.45,1.83,7.33,2.32
2013-06-14,2.55,3.01,7.41,2.37
2013-06-15,3.29,5.22,10.4,2.32
2013-06-16,2.32,4.64,8.88,2.1
2013-06-17,1.95,3.11,6.83,1.95
2013-06-18,1.74,2.36,5.73,1.91
2013-06-19,1.61,1.96,5.1,1.86
2013-06-20,1.63,1.78,4.93,1.87
2013-06-21,1.61,1.77,5.08,2.13
2013-06-22,4.52,2.78,10.1,3.84
2013-06-23,9.88,10.1,24.0,3.89
2013-06-24,3.53,4.99,10.8,2.23
2013-06-25,2.39,2.93,7.12,2.0
2013-06-26,2.02,2.15,5.82,1.94
2013-06-27,2.05,2.01,6.49,2.7
2013-06-28,8.55,2.21,15.6,5.31
2013-06-29,4.14,3.27,10.2,2.87
2013-06-30,2.69,2.46,7.5,2.58
2013-07-01,2.31,2.27,6.56,2.25
2013-07-02,2.68,2.77,8.0,3.1
2013-07-03,5.49,8.52,16.9,3.19
2013-07-04,2.97,4.2,9.48,2.37
2013-07-05,2.28,3.41,7.56,2.08
2013-07-06,2.0,2.35,6.05,1.95
2013-07-07,1.84,1.87,5.21,1.8
2013-07-08,1.73,1.63,4.81,1.8
2013-07-09,1.66,1.49,4.56,1.8
2013-07-10,1.6,1.35,4.4,1.81
2013-07-11,1.58,1.2,4.25,1.75
2013-07-12,1.54,1.1,4.17,1.76
2013-07-13,1.48,1.04,4.02,1.73
2013-07-14,1.44,0.984,3.86,1.7
2013-07-15,1.45,0.949,3.89,1.74
2013-07-16,1.43,0.93,3.88,1.77
2013-07-17,1.39,0.905,3.8,1.74
2013-07-18,1.36,0.875,3.76,1.75
2013-07-19,1.32,0.859,3.7,1.72
2013-07-20,1.29,0.846,3.6,1.67
2013-07-21,1.3,0.843,3.59,1.66
2013-07-22,1.32,0.842,3.67,1.73
2013-07-23,1.78,1.92,5.68,2.45
2013-07-24,1.47,2.82,6.21,2.11
2013-07-25,1.63,2.12,5.68,2.17
2013-07-26,1.49,2.98,5.96,1.77
2013-07-27,8.43,8.64,35.4,21.1
2013-07-28,16.8,40.3,80.3,16.6
2013-07-29,5.12,12.0,32.4,13.5
2013-07-30,3.95,11.5,22.0,5.92
2013-07-31,9.16,16.5,32.1,6.6
2013-08-01,6.27,19.1,32.4,4.78
2013-08-02,3.24,7.04,13.9,3.66
2013-08-03,2.55,5.2,10.5,2.88
2013-08-04,6.92,6.1,13.8,3.05
2013-08-05,41.0,54.7,104.0,7.34
2013-08-06,8.49,15.7,29.3,3.9
2013-08-07,4.54,6.74,13.9,2.82
2013-08-08,3.36,4.52,10.0,2.49
2013-08-09,2.89,3.59,8.51,2.4
2013-08-10,2.62,3.05,7.47,2.3
2013-08-11,2.83,3.05,7.79,2.43
2013-08-12,2.78,6.12,10.5,2.29
2013-08-13,2.48,5.48,9.82,2.13
2013-08-14,2.26,3.65,7.82,2.37
2013-08-15,18.1,15.4,35.0,3.42
2013-08-16,12.7,21.9,40.0,3.17
2013-08-17,29.5,23.7,55.8,3.87
2013-08-18,12.2,22.7,40.2,3.29
2013-08-19,5.69,8.59,16.5,2.43
2013-08-20,4.09,5.39,11.3,2.21
2013-08-21,3.48,4.15,9.35,2.13
2013-08-22,3.23,3.61,8.46,2.08
2013-08-23,3.48,4.93,11.5,4.14
2013-08-24,5.33,11.9,22.0,4.64
2013-08-25,3.16,6.37,12.1,2.67
2013-08-26,2.59,4.0,8.59,2.26
2013-08-27,2.34,3.18,7.27,2.09
2013-08-28,2.21,2.89,6.73,2.03
2013-08-29,2.21,2.68,6.54,2.04
2013-08-30,2.12,2.4,6.15,2.02
2013-08-31,1.95,2.18,5.62,1.9
2013-09-01,1.84,2.03,5.28,1.85
2013-09-02,1.78,2.04,5.53,2.13
2013-09-03,1.72,2.07,5.29,1.93
2013-09-04,1.63,2.03,5.17,1.91
2013-09-05,1.58,1.83,4.88,1.93
2013-09-06,2.98,4.87,15.7,8.59
2013-09-07,3.8,7.08,15.1,4.11
2013-09-08,4.07,4.28,9.73,2.63
2013-09-09,13.3,4.84,20.6,2.64
2013-09-10,4.51,4.06,10.6,2.32
2013-09-11,3.27,3.44,8.67,2.39
2013-09-12,5.49,3.38,10.5,2.61
2013-09-13,5.47,4.58,12.2,2.47
2013-09-14,3.14,3.67,8.68,2.19
2013-09-15,37.3,32.0,77.0,8.53
2013-09-16,19.2,30.8,64.5,10.3
2013-09-17,12.6,23.0,44.6,6.48
2013-09-18,8.72,12.1,25.8,4.97
2013-09-19,11.4,13.7,31.1,5.89
2013-09-20,6.54,10.3,21.1,4.13
2013-09-21,4.61,6.73,14.3,3.25
2013-09-22,3.84,5.27,11.7,2.88
2013-09-23,3.39,4.43,10.1,2.67
2013-09-24,3.05,3.87,9.13,2.56
2013-09-25,2.77,3.42,8.23,2.4
2013-09-26,2.51,3.02,7.38,2.23
2013-09-27,2.37,2.87,7.0,2.15
2013-09-28,2.14,2.54,6.34,2.05
2013-09-29,2.0,2.31,5.87,1.97
2013-09-30,1.92,2.17,5.62,1.95
2013-10-01,1.92,2.18,5.59,2.31
2013-10-02,4.13,7.7,16.8,5.41
2013-10-03,13.6,20.7,42.7,8.48
2013-10-04,8.53,19.0,34.9,6.22
2013-10-05,4.95,10.4,19.4,4.03
2013-10-06,3.58,6.29,12.6,3.06
2013-10-07,3.89,8.31,14.4,2.87
2013-10-08,4.38,11.0,18.2,3.32
2013-10-09,3.13,6.01,11.7,2.95
2013-10-10,2.59,4.22,8.87,2.43
2013-10-11,2.34,3.45,7.67,2.27
2013-10-12,2.17,3.07,7.05,2.18
2013-10-13,2.08,2.85,6.74,2.2
2013-10-14,2.1,2.95,7.08,2.43
2013-10-15,2.13,6.45,10.6,2.54
2013-10-16,9.76,14.2,33.7,9.56
2013-10-17,7.04,12.9,30.6,8.44
2013-10-18,4.83,7.2,16.2,4.69
2013-10-19,12.7,17.7,39.7,7.98
2013-10-20,8.84,19.0,34.9,6.11
2013-10-21,16.9,27.0,53.9,8.48
2013-10-22,19.4,45.3,83.7,17.5
2013-10-23,39.9,79.9,156.0,30.9
2013-10-24,9.4,21.3,42.7,9.03
2013-10-25,13.9,26.7,67.1,22.5
2013-10-26,11.2,23.3,51.0,12.7
2013-10-27,15.6,30.7,69.5,18.1
2013-10-28,28.5,44.9,101.0,25.2
2013-10-29,22.2,31.0,82.4,22.7
2013-10-30,10.3,18.8,42.9,11.0
2013-10-31,12.7,22.2,56.7,18.0
2013-11-01,13.8,24.0,58.5,15.1
2013-11-02,24.8,33.9,84.6,25.1
2013-11-03,13.7,41.2,75.0,13.9
2013-11-04,7.79,16.1,33.7,8.28
2013-11-05,11.9,18.9,43.4,10.4
2013-11-06,13.4,20.8,49.4,11.6
2013-11-07,10.9,18.0,40.4,8.96
2013-11-08,10.5,19.1,38.0,7.83
2013-11-09,21.1,34.7,79.3,17.6
2013-11-10,9.85,18.9,41.0,9.4
2013-11-11,27.2,31.0,74.1,12.7
2013-11-12,11.2,16.9,39.1,8.38
2013-11-13,8.54,12.0,29.0,8.24
2013-11-14,10.6,14.3,37.1,9.74
2013-11-15,6.66,9.63,22.8,6.25
2013-11-16,5.67,7.99,18.9,5.41
2013-11-17,6.11,7.08,17.8,5.02
2013-11-18,8.77,16.2,31.8,6.59
2013-11-19,14.7,14.8,37.3,9.47
2013-11-20,29.2,40.8,98.1,21.5
2013-11-21,9.08,17.3,38.0,8.48
2013-11-22,6.21,10.8,24.6,6.35
2013-11-23,5.17,8.05,19.2,5.34
2013-11-24,4.63,6.82,16.6,4.72
2013-11-25,4.17,5.94,14.7,4.29
2013-11-26,3.9,5.4,13.5,4.02
2013-11-27,3.69,4.98,12.7,3.84
2013-11-28,3.45,4.61,11.8,3.63
2013-11-29,3.44,4.66,12.1,3.95
2013-11-30,3.18,4.91,11.8,3.51
2013-12-01,3.02,4.27,10.9,3.39
2013-12-02,2.88,3.97,10.2,3.22
2013-12-03,2.78,3.78,9.86,3.18
2013-12-04,2.99,3.53,9.87,3.23
2013-12-05,6.56,25.0,42.4,8.78
2013-12-06,4.74,10.7,22.6,6.2
2013-12-07,8.63,11.6,33.5,11.2
2013-12-08,24.1,55.4,105.0,25.1
2013-12-09,10.7,30.2,58.8,12.0
2013-12-10,6.11,12.5,27.5,7.27
2013-12-11,4.62,8.9,19.9,5.64
2013-12-12,4.63,9.07,21.5,7.36
2013-12-13,7.0,24.8,46.5,10.7
2013-12-14,19.2,39.6,70.3,11.2
2013-12-15,25.5,52.8,100.0,18.4
2013-12-16,34.4,55.8,122.0,25.7
2013-12-17,13.1,22.5,51.6,11.2
2013-12-18,12.7,23.8,61.0,20.7
2013-12-19,13.8,28.9,62.7,13.7
2013-12-20,42.8,55.4,121.0,19.9
2013-12-21,27.7,45.9,99.8,19.8
2013-12-22,15.2,31.7,69.4,15.3
2013-12-23,22.8,45.6,101.0,29.8
2013-12-24,19.7,34.2,79.1,18.1
2013-12-25,15.0,25.0,55.2,10.0
2013-12-26,8.92,15.8,36.3,9.29
2013-12-27,11.1,27.6,54.1,12.0
2013-12-28,19.0,36.0,79.9,17.9
2013-12-29,8.78,16.5,38.4,9.89
2013-12-30,18.7,25.3,69.8,21.0
2013-12-31,13.2,20.7,52.4,13.4
2014-01-01,19.2,33.6,80.3,23.4
2014-01-02,19.6,28.7,76.2,20.2
2014-01-03,15.0,31.4,66.9,14.4
2014-01-04,12.9,22.0,50.4,10.8
2014-01-05,23.0,34.8,93.3,33.9
2014-01-06,17.5,35.5,83.4,22.3
2014-01-07,10.5,23.1,53.2,14.0
2014-01-08,24.6,42.3,102.0,32.8
2014-01-09,30.6,51.8,120.0,30.3
2014-01-10,19.1,25.8,67.6,16.4
2014-01-11,13.0,20.4,50.5,12.4
2014-01-12,17.6,23.5,55.0,11.8
2014-01-13,15.5,24.7,57.9,12.8
2014-01-14,24.1,27.7,68.5,14.8
2014-01-15,28.1,42.6,94.6,17.4
2014-01-16,11.7,21.5,48.7,10.9
2014-01-17,11.8,18.0,42.1,9.35
2014-01-18,11.8,17.1,42.7,10.8
2014-01-19,15.1,18.1,46.9,9.94
2014-01-20,8.34,12.7,29.9,7.24
2014-01-21,22.9,29.0,65.5,14.2
2014-01-22,17.9,34.5,71.3,13.1
2014-01-23,19.8,35.2,77.0,16.8
2014-01-24,25.1,35.1,79.7,16.9
2014-01-25,16.9,32.1,73.5,17.8
2014-01-26,29.0,51.9,126.0,42.5
2014-01-27,29.5,54.8,117.0,28.3
2014-01-28,27.5,40.3,95.6,22.0
2014-01-29,13.8,25.4,58.8,14.1
2014-01-30,8.87,16.2,37.9,9.93
2014-01-31,18.5,26.3,88.0,40.8
2014-02-01,23.6,40.3,93.5,25.7
2014-02-02,24.1,41.8,95.4,22.4
2014-02-03,9.84,17.6,42.8,11.8
2014-02-04,8.42,14.2,35.4,10.6
2014-02-05,29.0,44.4,106.0,32.6
2014-02-06,24.5,42.8,98.4,23.3
2014-02-07,13.2,24.2,62.9,19.8
2014-02-08,26.0,54.6,114.0,31.3
2014-02-09,38.2,71.3,147.0,31.1
2014-02-10,12.4,24.6,57.2,14.8
2014-02-11,14.2,23.7,62.7,19.0
2014-02-12,30.5,65.9,139.0,39.6
2014-02-13,20.9,43.7,87.8,16.9
2014-02-14,29.9,45.4,101.0,25.9
2014-02-15,58.1,82.3,193.0,45.0
2014-02-16,15.0,27.2,63.8,15.4
2014-02-17,14.7,20.1,51.2,12.7
2014-02-18,12.9,20.1,46.8,10.1
2014-02-19,12.5,17.9,42.0,9.09
2014-02-20,12.5,21.8,47.5,9.57
2014-02-21,13.0,24.7,51.5,11.2
2014-02-22,11.9,26.1,53.1,10.3
2014-02-23,25.4,26.0,60.5,8.24
2014-02-24,19.8,26.8,60.4,9.15
2014-02-25,10.4,19.0,39.6,7.71
2014-02-26,9.7,15.7,35.7,10.5
2014-02-27,24.4,35.3,82.6,17.8
2014-02-28,9.35,15.2,35.4,8.57
2014-03-01,8.29,11.6,27.8,7.48
2014-03-02,19.4,23.3,60.7,15.7
2014-03-03,13.9,24.6,55.1,11.6
2014-03-04,8.34,12.4,30.0,7.85
2014-03-05,6.57,9.52,22.9,6.35
2014-03-06,6.14,8.48,20.4,6.02
2014-03-07,21.2,26.5,62.7,12.3
2014-03-08,7.95,11.7,27.5,6.96
2014-03-09,6.0,8.52,20.5,5.77
2014-03-10,5.16,7.2,17.5,5.19
2014-03-11,4.51,6.41,15.5,4.72
2014-03-12,4.12,5.79,14.1,4.42
2014-03-13,3.84,5.31,12.9,4.03
2014-03-14,3.62,4.99,12.2,3.92
2014-03-15,3.42,4.68,11.6,3.78
2014-03-16,3.31,4.44,11.1,3.64
2014-03-17,3.23,4.45,10.8,3.5
2014-03-18,7.59,10.3,23.3,6.1
2014-03-19,4.96,9.39,19.3,4.62
2014-03-20,11.2,14.1,33.4,7.7
2014-03-21,7.13,13.5,28.2,6.95
2014-03-22,13.6,21.4,48.7,11.8
2014-03-23,9.35,17.9,38.6,9.05
2014-03-24,5.35,9.75,21.3,5.83
2014-03-25,6.17,11.7,27.2,8.84
2014-03-26,5.71,10.7,24.1,6.9
2014-03-27,8.28,14.8,45.7,24.1
2014-03-28,17.2,32.9,85.2,27.8
2014-03-29,6.5,13.3,31.2,10.0
2014-03-30,4.85,8.9,21.0,7.05
2014-03-31,9.85,12.5,33.7,12.1
2014-04-01,12.7,23.1,53.9,13.2
2014-04-02,5.93,10.7,24.7,7.49
2014-04-03,5.07,10.2,22.0,7.08
2014-04-04,6.93,14.1,30.2,8.35
2014-04-05,7.12,11.8,25.5,7.24
2014-04-06,11.6,23.1,46.6,9.11
2014-04-07,17.9,29.3,67.9,17.6
2014-04-08,12.5,18.5,46.7,12.1
2014-04-09,7.44,12.7,28.0,7.43
2014-04-10,5.47,9.73,21.0,5.72
2014-04-11,4.54,7.24,16.4,4.88
2014-04-12,4.09,6.1,14.3,4.5
2014-04-13,3.73,5.4,12.9,4.19
2014-04-14,3.47,5.04,11.9,3.81
2014-04-15,3.18,4.64,11.0,3.57
2014-04-16,2.99,4.15,10.1,3.41
2014-04-17,2.86,3.73,9.53,3.37
2014-04-18,2.73,3.46,8.9,3.13
2014-04-19,2.59,3.31,8.51,3.05
2014-04-20,2.51,3.18,8.2,2.97
2014-04-21,2.43,3.06,8.06,3.04
2014-04-22,2.5,3.1,8.52,3.37
2014-04-23,2.48,3.12,8.38,3.25
2014-04-24,2.46,3.18,8.16,2.95
2014-04-25,2.51,3.53,9.54,4.05
2014-04-26,3.05,4.39,11.5,4.49
2014-04-27,2.66,4.41,10.0,3.22
2014-04-28,2.42,3.42,8.41,2.92
2014-04-29,2.27,3.25,7.82,2.7
2014-04-30,2.69,4.12,10.7,4.31
2014-05-01,2.82,4.6,10.7,3.46
2014-05-02,2.33,4.08,9.08,2.96
2014-05-03,2.13,3.1,7.57,2.65
2014-05-04,2.1,2.75,7.06,2.58
2014-05-05,2.14,2.75,7.47,3.07
2014-05-06,2.62,3.64,8.91,3.04
2014-05-07,6.41,8.75,17.6,3.74
2014-05-08,8.19,17.7,29.5,5.03
2014-05-09,24.4,36.7,81.0,16.0
2014-05-10,32.2,72.0,134.0,28.6
2014-05-11,15.7,31.1,72.7,18.8
2014-05-12,8.33,18.0,37.5,9.02
2014-05-13,5.23,15.0,30.2,8.78
2014-05-14,4.04,8.33,18.5,5.84
2014-05-15,3.48,6.09,13.8,4.35
2014-05-16,3.09,5.06,11.8,3.8
2014-05-17,2.78,4.31,10.2,3.38
2014-05-18,2.56,3.73,9.19,3.14
2014-05-19,2.45,3.31,8.55,3.02
2014-05-20,2.35,3.07,8.38,3.24
2014-05-21,2.25,2.79,7.48,2.78
2014-05-22,2.34,3.45,10.0,4.64
2014-05-23,2.62,3.82,10.5,4.5
2014-05-24,3.04,5.72,18.5,9.92
2014-05-25,3.85,8.49,20.5,7.97
2014-05-26,3.27,6.62,14.7,4.87
2014-05-27,2.55,4.5,10.4,3.57
2014-05-28,2.51,4.12,10.8,4.65
2014-05-29,2.58,4.9,11.7,4.59
2014-05-30,2.35,4.19,9.9,3.54
2014-05-31,2.16,3.38,8.3,3.02
2014-06-01,2.04,2.98,7.45,2.82
2014-06-02,2.06,2.9,8.12,3.58
2014-06-03,2.06,2.72,7.62,3.18
2014-06-04,2.05,2.93,7.8,3.39
2014-06-05,2.81,5.7,12.5,4.43
2014-06-06,2.4,4.17,9.62,3.24
2014-06-07,3.84,13.0,28.2,11.0
2014-06-08,4.04,11.3,21.7,5.73
2014-06-09,10.5,12.8,30.3,6.85
2014-06-10,16.4,13.3,37.4,7.07
2014-06-11,8.03,11.0,25.4,5.53
2014-06-12,4.09,6.42,13.9,3.63
2014-06-13,3.09,4.57,10.4,3.09
2014-06-14,2.78,3.78,9.08,2.89
2014-06-15,2.72,3.78,8.98,2.93
2014-06-16,2.46,3.39,8.06,2.65
2014-06-17,2.26,2.97,7.22,2.51
2014-06-18,2.13,2.71,6.74,2.46
2014-06-19,2.03,2.53,6.31,2.37
2014-06-20,1.94,2.38,5.96,2.28
2014-06-21,1.87,2.23,5.7,2.25
2014-06-22,1.82,2.06,5.35,2.16
2014-06-23,1.76,1.99,5.21,2.17
2014-06-24,1.72,1.91,5.14,2.15
2014-06-25,1.71,1.94,5.01,2.01
2014-06-26,1.69,1.97,5.05,2.03
2014-06-27,1.66,1.92,5.04,2.06
2014-06-28,1.71,1.84,4.98,2.01
2014-06-29,1.64,1.65,4.69,1.97
2014-06-30,1.58,1.59,4.63,2.03
2014-07-01,1.66,1.56,4.71,2.09
2014-07-02,1.61,1.6,4.53,1.92
2014-07-03,1.6,1.63,4.5,1.87
2014-07-04,2.19,2.37,7.48,3.9
2014-07-05,4.21,8.8,16.7,3.89
2014-07-06,2.06,3.95,7.91,2.18
2014-07-07,1.84,2.78,6.78,2.57
2014-07-08,1.72,2.24,6.18,2.74
2014-07-09,1.61,1.94,5.2,2.16
2014-07-10,1.51,1.8,4.66,1.97
2014-07-11,1.45,1.66,4.38,1.91
2014-07-12,1.46,1.75,5.7,3.14
2014-07-13,1.63,1.82,5.72,2.72
2014-07-14,1.6,1.84,5.04,2.34
2014-07-15,1.85,1.84,5.29,2.21
2014-07-16,1.8,2.36,5.65,2.24
2014-07-17,1.89,2.12,5.39,1.97
2014-07-18,1.52,2.11,4.99,1.98
2014-07-19,1.73,2.45,8.76,4.88
2014-07-20,1.68,1.99,5.77,2.47
2014-07-21,1.49,1.77,4.76,2.02
2014-07-22,1.39,1.51,4.27,1.9
2014-07-23,1.34,1.3,3.97,1.82
2014-07-24,1.29,1.11,3.74,1.77
2014-07-25,1.27,1.05,3.67,1.78
2014-07-26,1.28,1.06,3.89,2.03
2014-07-27,1.34,1.03,3.86,1.87
2014-07-28,1.34,1.02,3.72,1.8
2014-07-29,1.29,0.995,3.66,1.82
2014-07-30,1.32,1.12,3.74,1.94
2014-07-31,1.68,1.26,5.93,3.22
2014-08-01,6.76,3.38,12.5,3.51
2014-08-02,6.39,6.57,16.9,4.15
2014-08-03,4.67,4.9,11.5,2.35
2014-08-04,3.88,3.26,8.72,1.96
2014-08-05,2.34,3.05,7.68,2.94
2014-08-06,2.46,4.88,10.2,3.17
2014-08-07,1.96,4.12,7.85,2.04
2014-08-08,1.73,2.51,5.75,1.96
2014-08-09,1.67,1.99,5.08,1.94
2014-08-10,23.1,14.9,46.9,10.1
2014-08-11,12.7,28.2,52.4,7.17
2014-08-12,8.81,15.5,35.3,9.06
2014-08-13,10.2,12.5,29.8,6.48
2014-08-14,8.18,11.9,29.1,8.5
2014-08-15,5.48,8.86,19.8,5.22
2014-08-16,3.63,6.98,14.0,3.88
2014-08-17,6.4,9.56,23.3,7.47
2014-08-18,6.88,9.05,22.4,6.1
2014-08-19,4.28,6.39,14.0,3.63
2014-08-20,3.11,4.88,10.6,3.19
2014-08-21,9.48,7.51,32.9,14.8
2014-08-22,7.38,11.9,29.2,8.12
2014-08-23,3.98,5.95,14.2,4.5
2014-08-24,3.05,4.75,10.6,3.3
2014-08-25,4.14,4.05,10.9,3.57
2014-08-26,4.49,3.68,11.9,4.09
2014-08-27,3.01,3.12,8.56,3.03
2014-08-28,3.72,3.35,9.37,2.98
2014-08-29,7.72,8.76,22.9,7.65
2014-08-30,7.88,14.5,32.7,8.21
2014-08-31,4.07,6.65,14.7,4.19
2014-09-01,3.5,4.66,11.2,3.53
2014-09-02,2.83,3.87,9.18,2.9
2014-09-03,2.45,3.2,7.81,2.63
2014-09-04,2.24,2.77,7.0,2.48
2014-09-05,2.09,2.47,6.43,2.39
2014-09-06,2.12,3.31,7.5,2.72
2014-09-07,1.98,3.76,7.65,2.34
2014-09-08,1.86,2.76,6.37,2.23
2014-09-09,1.79,2.32,5.77,2.15
2014-09-10,1.72,2.09,5.41,2.1
2014-09-11,1.67,1.95,5.17,2.07
2014-09-12,1.62,1.86,4.97,2.02
2014-09-13,1.56,1.77,4.82,1.98
2014-09-14,1.53,1.67,4.65,1.94
2014-09-15,1.55,1.8,4.97,2.12
2014-09-16,1.51,1.78,4.77,1.96
2014-09-17,1.48,1.69,4.62,1.92
2014-09-18,1.44,1.63,4.5,1.9
2014-09-19,1.42,1.42,4.33,1.92
2014-09-20,1.4,1.38,4.24,1.87
2014-09-21,1.37,1.28,4.04,1.82
2014-09-22,1.34,1.25,3.97,1.81
2014-09-23,1.6,1.7,5.86,3.2
2014-09-24,2.54,2.27,7.48,2.86
2014-09-25,2.27,2.03,6.22,2.42
2014-09-26,2.57,1.79,6.55,2.49
2014-09-27,1.86,2.41,5.87,2.03
2014-09-28,1.64,1.89,5.04,1.92
2014-09-29,1.53,1.65,4.64,1.88
2014-09-30,1.47,1.52,4.51,1.95
2014-10-01,1.51,1.43,4.5,1.94
2014-10-02,1.45,1.36,4.24,1.85
2014-10-03,1.37,1.42,4.22,1.87
2014-10-04,2.09,1.6,5.9,2.6
2014-10-05,1.99,1.48,5.38,2.74
2014-10-06,19.7,18.6,59.2,18.2
2014-10-07,6.44,8.61,21.9,6.48
2014-10-08,6.72,6.06,17.3,5.11
2014-10-09,13.8,23.3,43.3,6.28
2014-10-10,9.71,19.9,42.7,9.43
2014-10-11,5.06,7.8,18.3,5.29
2014-10-12,3.64,5.39,12.7,3.84
2014-10-13,2.96,4.22,10.3,3.43
2014-10-14,2.8,3.54,9.24,3.19
2014-10-15,3.26,3.68,10.8,4.89
2014-10-16,5.47,8.1,19.5,5.72
2014-10-17,4.84,7.36,16.3,4.92
2014-10-18,6.69,13.0,25.5,5.34
2014-10-19,4.05,7.41,22.8,10.8
2014-10-20,33.5,33.1,86.4,19.0
2014-10-21,35.7,54.6,124.0,26.1
2014-10-22,12.0,15.0,40.2,10.3
2014-10-23,9.37,10.4,26.7,6.84
2014-10-24,10.2,15.5,33.2,6.24
2014-10-25,5.98,8.69,19.4,4.74
2014-10-26,5.28,8.68,17.9,4.25
2014-10-27,4.25,6.82,14.6,3.72
2014-10-28,6.24,8.12,18.7,5.35
2014-10-29,5.41,10.5,20.8,4.68
2014-10-30,6.3,11.7,23.4,5.36
2014-10-31,4.97,9.11,18.5,4.4
2014-11-01,5.42,8.55,18.3,4.54
2014-11-02,5.88,14.5,24.7,4.24
2014-11-03,5.22,9.75,18.6,4.07
2014-11-04,6.0,8.0,17.3,3.53
2014-11-05,4.13,5.56,12.5,3.16
2014-11-06,4.29,4.68,11.4,3.14
2014-11-07,19.1,18.5,49.5,13.5
2014-11-08,17.3,32.3,68.1,13.3
2014-11-09,8.15,14.9,31.7,7.29
2014-11-10,6.48,9.34,21.7,6.27
2014-11-11,8.88,13.8,31.7,8.65
2014-11-12,9.63,23.3,46.0,10.2
2014-11-13,6.18,12.8,25.6,6.28
2014-11-14,16.5,30.6,67.2,17.5
2014-11-15,7.51,16.2,33.0,7.92
2014-11-16,5.75,10.9,23.7,7.15
2014-11-17,5.39,12.8,28.8,9.98
2014-11-18,4.43,9.98,20.9,6.32
2014-11-19,3.87,7.64,16.3,5.09
2014-11-20,3.51,6.52,14.1,4.46
2014-11-21,13.4,12.9,33.2,8.36
2014-11-22,17.7,32.3,64.6,10.3
2014-11-23,6.73,12.5,25.5,5.9
2014-11-24,4.94,8.39,17.9,4.82
2014-11-25,4.28,6.95,15.3,4.7
2014-11-26,6.4,8.79,20.9,6.04
2014-11-27,4.96,8.61,18.8,5.47
2014-11-28,4.16,7.32,15.8,4.71
2014-11-29,3.77,6.33,14.1,4.52
2014-11-30,3.65,5.88,13.2,4.21
2014-12-01,3.37,5.42,12.1,3.86
2014-12-02,3.13,4.8,10.9,3.57
2014-12-03,2.89,4.39,10.0,3.33
2014-12-04,2.81,4.25,9.75,3.27
2014-12-05,3.12,4.08,10.2,3.59
2014-12-06,7.98,5.39,15.1,3.9
2014-12-07,22.3,32.8,75.5,16.2
2014-12-08,12.8,18.5,47.8,12.7
2014-12-09,30.6,40.0,92.0,21.8
2014-12-10,23.5,54.7,114.0,32.8
2014-12-11,28.6,56.8,136.0,43.0
2014-12-12,23.4,36.5,97.5,29.6
2014-12-13,11.3,20.5,49.1,14.1
2014-12-14,38.0,58.1,115.0,18.4
2014-12-15,13.4,24.7,56.6,14.0
2014-12-16,26.2,25.1,71.0,19.6
2014-12-17,44.8,49.9,146.0,47.5
2014-12-18,54.2,127.0,270.0,90.5
2014-12-19,20.7,48.5,104.0,28.8
2014-12-20,12.9,28.9,61.9,15.9
2014-12-21,12.2,31.8,61.2,13.9
2014-12-22,11.2,65.7,90.9,12.9
2014-12-23,75.8,125.0,264.0,63.5
2014-12-24,22.1,41.8,90.1,20.6
2014-12-25,11.2,22.0,48.5,12.4
2014-12-26,13.4,20.4,49.9,13.3
2014-12-27,10.6,17.1,41.0,11.0
2014-12-28,7.16,12.0,27.1,7.81
