date,hodder_place,henthorn,new_jumbles_rock,whalley_weir
2010-01-01,5.12,8.74,19.9,5.35
2010-01-02,5.08,7.35,18.4,5.36
2010-01-03,4.12,6.08,15.1,4.42
2010-01-04,3.79,5.71,14.1,4.32
2010-01-05,3.59,5.45,14.0,4.57
2010-01-06,2.99,4.41,11.8,3.99
2010-01-07,2.3,3.43,10.4,3.3
2010-01-08,2.6,3.64,16.2,3.48
2010-01-09,2.81,3.77,24.0,3.46
2010-01-10,3.14,4.37,13.1,3.7
2010-01-11,3.16,4.57,12.3,4.29
2010-01-12,3.25,5.07,12.9,4.31
2010-01-13,3.11,4.97,12.3,3.95
2010-01-14,2.93,4.61,11.7,3.88
2010-01-15,25.7,32.5,83.2,27.9
2010-01-16,40.7,85.2,190.0,60.7
2010-01-17,22.4,41.5,84.3,16.7
2010-01-18,21.8,43.2,85.7,16.9
2010-01-19,10.4,18.7,42.4,10.2
2010-01-20,6.77,12.2,27.4,7.34
2010-01-21,21.3,22.0,47.0,7.47
2010-01-22,32.1,43.2,98.4,16.7
2010-01-23,9.54,16.8,37.3,8.45
2010-01-24,7.12,12.0,27.2,7.2
2010-01-25,5.76,9.35,21.8,6.09
2010-01-26,4.85,7.74,18.1,5.2
2010-01-27,5.38,7.97,19.2,5.79
2010-01-28,5.98,9.15,22.4,6.99
2010-01-29,7.51,9.26,25.3,7.37
2010-01-30,4.42,6.21,15.8,4.76
2010-01-31,3.74,5.0,13.1,4.1
2010-02-01,11.4,7.07,23.7,6.38
2010-02-02,24.1,24.8,72.1,17.5
2010-02-03,8.27,10.6,28.4,7.92
2010-02-04,8.25,9.96,28.0,9.04
2010-02-05,9.6,13.2,33.4,9.05
2010-02-06,6.64,9.68,23.5,6.24
2010-02-07,5.28,7.6,18.6,5.29
2010-02-08,4.64,6.53,16.4,4.9
2010-02-09,4.13,5.76,14.5,4.39
2010-02-10,3.64,5.06,12.9,4.01
2010-02-11,3.35,4.5,11.7,3.73
2010-02-12,3.26,4.38,11.4,3.71
2010-02-13,3.16,4.24,11.1,3.58
2010-02-14,3.04,3.95,10.5,3.42
2010-02-15,5.45,6.15,19.1,7.99
2010-02-16,6.41,11.6,28.1,8.52
2010-02-17,4.44,7.78,18.1,5.22
2010-02-18,4.59,6.77,17.8,6.08
2010-02-19,4.35,6.58,17.3,5.82
2010-02-20,3.62,5.35,14.0,4.68
2010-02-21,3.32,4.73,12.6,4.33
2010-02-22,3.05,4.22,11.4,3.92
2010-02-23,2.9,3.9,10.7,3.78
2010-02-24,5.21,5.6,15.7,5.0
2010-02-25,14.0,9.86,32.0,7.8
2010-02-26,31.1,33.7,104.0,35.5
2010-02-27,9.86,15.1,40.3,12.4
2010-02-28,6.55,9.73,25.1,7.73
2010-03-01,5.02,7.17,18.4,5.8
2010-03-02,4.44,6.24,15.8,4.95
2010-03-03,3.98,5.6,14.1,4.37
2010-03-04,3.58,4.85,12.5,3.93
2010-03-05,3.39,4.38,11.5,3.7
2010-03-06,3.39,4.21,11.2,3.58
2010-03-07,3.13,4.48,11.0,3.33
2010-03-08,2.9,3.77,9.85,3.17
2010-03-09,2.78,3.48,9.39,3.1
2010-03-10,2.57,3.32,8.94,3.0
2010-03-11,2.4,3.24,8.54,2.91
2010-03-12,2.51,3.15,8.43,2.86
2010-03-13,2.39,3.67,8.71,2.76
2010-03-14,2.36,3.47,8.41,2.7
2010-03-15,2.3,3.51,8.34,2.67
2010-03-16,2.23,3.82,8.53,2.63
2010-03-17,2.19,3.29,8.0,2.65
2010-03-18,2.1,3.51,8.0,2.6
2010-03-19,2.12,3.8,8.93,3.32
2010-03-20,9.52,16.0,45.7,17.7
2010-03-21,4.65,8.8,20.2,5.92
2010-03-22,5.5,7.49,17.8,5.06
2010-03-23,9.22,12.8,30.1,7.97
2010-03-24,11.3,17.4,39.6,8.78
2010-03-25,10.5,17.7,40.6,12.2
2010-03-26,14.8,35.6,67.8,13.1
2010-03-27,7.06,13.7,29.1,7.02
2010-03-28,4.63,8.14,17.8,4.85
2010-03-29,12.6,15.6,35.5,7.33
2010-03-30,31.5,46.5,106.0,26.5
2010-03-31,23.9,30.4,78.4,18.8
2010-04-01,11.1,13.8,37.2,10.1
2010-04-02,7.2,9.58,24.9,7.6
2010-04-03,5.86,11.0,25.2,8.28
2010-04-04,4.63,9.31,20.4,6.15
2010-04-05,14.3,29.9,52.1,6.14
2010-04-06,7.71,12.0,25.4,5.45
2010-04-07,6.58,10.6,22.3,4.86
2010-04-08,4.68,7.36,16.1,4.12
2010-04-09,3.96,6.02,13.5,3.74
2010-04-10,3.47,5.2,11.9,3.44
2010-04-11,3.13,4.55,10.6,3.22
2010-04-12,2.89,4.07,9.78,3.1
2010-04-13,2.72,3.74,9.11,2.94
2010-04-14,2.56,3.44,8.57,2.86
2010-04-15,2.44,3.21,8.09,2.76
2010-04-16,2.34,3.02,7.69,2.66
2010-04-17,2.26,2.93,7.44,2.59
2010-04-18,2.19,2.79,7.18,2.52
2010-04-19,2.14,2.7,6.97,2.48
2010-04-20,2.11,2.59,6.79,2.45
2010-04-21,2.15,2.44,6.69,2.46
2010-04-22,1.97,2.36,6.38,2.35
2010-04-23,1.94,2.22,6.19,2.33
2010-04-24,1.89,2.15,6.0,2.28
2010-04-25,2.02,2.19,6.61,2.65
2010-04-26,1.9,2.08,6.03,2.31
2010-04-27,1.88,2.01,5.87,2.26
2010-04-28,1.84,1.92,5.71,2.23
2010-04-29,1.84,2.03,6.62,2.99
2010-04-30,1.78,2.08,6.54,2.78
2010-05-01,1.75,2.05,7.06,3.44
2010-05-02,1.72,2.06,6.21,2.55
2010-05-03,1.66,1.87,5.6,2.3
2010-05-04,1.62,1.78,5.36,2.2
2010-05-05,1.66,1.72,5.33,2.18
2010-05-06,1.7,1.69,5.35,2.18
2010-05-07,1.59,1.65,5.11,2.1
2010-05-08,1.54,1.53,4.86,2.02
2010-05-09,1.54,1.49,4.78,2.0
2010-05-10,1.59,1.47,4.88,2.02
2010-05-11,1.59,1.47,4.86,2.0
2010-05-12,1.46,1.41,4.64,1.96
2010-05-13,1.43,1.32,4.54,1.94
2010-05-14,1.34,1.33,4.58,2.03
2010-05-15,1.31,1.3,4.43,1.95
2010-05-16,1.33,1.27,4.44,1.94
2010-05-17,1.28,1.24,4.33,1.92
2010-05-18,1.23,1.15,4.15,1.87
2010-05-19,1.22,1.14,4.13,1.85
2010-05-20,1.22,1.14,4.15,1.86
2010-05-21,1.18,1.05,4.09,1.85
2010-05-22,1.15,1.02,3.99,1.79
2010-05-23,1.1,0.975,3.74,1.76
2010-05-24,1.1,0.934,3.68,1.76
2010-05-25,1.19,0.919,3.73,1.73
2010-05-26,1.19,0.925,3.86,1.8
2010-05-27,1.33,1.07,4.6,2.35
2010-05-28,1.35,1.07,4.87,2.12
2010-05-29,1.48,1.25,5.95,3.0
2010-05-30,1.43,1.23,5.05,2.07
2010-05-31,1.24,1.03,4.16,1.79
2010-06-01,1.73,1.35,5.69,2.37
2010-06-02,1.41,1.26,4.7,1.86
2010-06-03,1.25,1.3,4.43,1.77
2010-06-04,1.19,1.19,4.29,1.75
2010-06-05,1.15,1.05,3.99,1.7
2010-06-06,1.15,1.22,4.1,1.78
2010-06-07,1.2,1.25,4.6,2.03
2010-06-08,1.21,1.13,4.46,2.02
2010-06-09,1.17,1.05,4.01,1.8
2010-06-10,1.13,0.977,3.78,1.75
2010-06-11,1.12,0.915,3.69,1.74
2010-06-12,1.08,0.884,3.55,1.69
2010-06-13,1.1,0.959,6.26,4.16
2010-06-14,1.11,1.05,4.92,2.47
2010-06-15,1.07,0.876,3.74,1.86
2010-06-16,1.06,0.826,3.53,1.82
2010-06-17,1.05,0.785,3.38,1.81
2010-06-18,1.03,0.753,3.26,1.65
2010-06-19,1.02,0.737,3.16,1.61
2010-06-20,1.01,0.707,3.08,1.58
2010-06-21,1.01,0.657,3.03,1.59
2010-06-22,0.997,0.659,2.97,1.56
2010-06-23,0.993,0.665,3.0,1.57
2010-06-24,0.998,0.683,3.04,1.6
2010-06-25,1.02,0.686,3.04,1.59
2010-06-26,1.0,0.677,2.99,1.56
2010-06-27,0.975,0.655,2.87,1.52
2010-06-28,1.03,0.735,3.78,2.51
2010-06-29,1.46,0.916,5.69,2.84
2010-06-30,1.08,1.38,3.98,1.66
2010-07-01,1.37,1.31,4.52,2.22
2010-07-02,2.45,1.5,7.06,2.67
2010-07-03,1.24,1.73,4.53,1.65
2010-07-04,1.22,1.25,4.33,1.9
2010-07-05,1.15,1.05,3.74,1.64
2010-07-06,1.07,1.25,3.78,1.58
2010-07-07,1.35,1.13,4.96,2.42
2010-07-08,1.2,2.16,4.98,1.7
2010-07-09,1.11,1.49,4.24,1.66
2010-07-10,1.1,1.12,3.73,1.62
2010-07-11,1.06,1.17,3.63,1.56
2010-07-12,1.04,1.32,3.75,1.57
2010-07-13,1.16,1.3,4.54,2.15
2010-07-14,1.81,2.02,7.98,4.33
2010-07-15,2.07,3.85,9.42,3.16
2010-07-16,4.76,7.79,14.9,2.53
2010-07-17,3.05,4.96,10.4,2.25
2010-07-18,11.0,17.4,31.1,2.48
2010-07-19,13.2,21.2,40.3,4.71
2010-07-20,43.9,48.0,110.0,15.1
2010-07-21,15.7,25.7,54.0,7.8
2010-07-22,6.11,7.94,19.7,4.75
2010-07-23,3.55,4.44,10.8,2.7
2010-07-24,4.2,3.29,9.33,2.44
2010-07-25,5.41,3.46,11.2,2.31
2010-07-26,3.13,3.23,8.71,2.51
2010-07-27,2.97,2.85,8.04,2.39
2010-07-28,2.93,2.83,8.66,3.07
2010-07-29,2.45,2.45,7.0,2.25
2010-07-30,4.24,2.54,10.0,3.82
2010-07-31,5.16,3.09,11.6,3.36
2010-08-01,3.83,3.24,9.31,2.35
2010-08-02,2.58,2.82,7.27,2.06
2010-08-03,2.27,2.33,6.44,2.29
2010-08-04,2.54,2.26,10.4,5.24
2010-08-05,2.48,2.12,7.7,3.06
2010-08-06,2.45,1.99,6.72,2.53
2010-08-07,5.52,5.6,15.0,4.56
2010-08-08,4.04,6.57,14.0,3.15
2010-08-09,4.15,4.32,11.3,3.16
2010-08-10,3.87,4.24,10.8,2.8
2010-08-11,2.82,3.52,8.49,2.41
2010-08-12,2.7,5.04,11.9,4.42
2010-08-13,2.74,4.5,10.8,3.86
2010-08-14,2.68,5.39,13.1,4.94
2010-08-15,2.15,3.76,8.53,2.67
2010-08-16,1.93,2.84,7.09,2.62
2010-08-17,2.66,2.72,7.97,2.8
2010-08-18,2.22,3.15,7.54,2.38
2010-08-19,2.39,2.47,6.91,2.51
2010-08-20,5.55,12.2,22.4,5.32
2010-08-21,3.79,8.67,15.9,2.98
2010-08-22,2.44,4.38,8.92,2.25
2010-08-23,3.42,4.37,11.2,4.31
2010-08-24,9.36,12.5,46.5,21.4
2010-08-25,4.25,6.98,17.2,5.39
2010-08-26,2.75,4.19,10.4,3.39
2010-08-27,2.16,3.11,7.85,2.66
2010-08-28,2.01,2.67,6.98,2.54
2010-08-29,2.76,4.84,10.6,3.35
2010-08-30,2.1,3.92,8.28,2.36
2010-08-31,1.8,2.8,6.51,2.16
2010-09-01,1.61,2.35,5.71,2.02
2010-09-02,1.43,2.05,5.07,1.92
2010-09-03,1.37,1.87,4.75,1.85
2010-09-04,1.33,1.69,4.48,1.79
2010-09-05,1.29,1.59,4.27,1.73
2010-09-06,5.18,2.98,16.2,9.42
2010-09-07,9.46,9.76,30.1,8.72
2010-09-08,3.2,5.67,13.2,3.94
2010-09-09,2.42,3.81,9.09,3.16
2010-09-10,22.5,33.6,70.5,12.1
2010-09-11,23.7,36.6,76.4,10.8
2010-09-12,12.9,13.3,37.9,8.24
2010-09-13,70.1,58.7,157.0,30.4
2010-09-14,35.1,52.7,123.0,27.8
2010-09-15,14.6,21.9,55.4,15.0
2010-09-16,10.9,12.6,35.5,9.53
2010-09-17,6.32,7.5,19.9,5.62
2010-09-18,21.1,10.3,35.2,6.59
2010-09-19,122.0,133.0,322.0,64.9
2010-09-20,27.0,52.7,111.0,25.7
2010-09-21,11.5,19.0,45.3,11.5
2010-09-22,16.7,17.7,54.7,20.8
2010-09-23,18.1,41.5,90.0,25.0
2010-09-24,8.23,14.5,36.3,11.6
2010-09-25,5.65,8.75,21.6,6.85
2010-09-26,4.55,6.62,16.3,5.09
2010-09-27,3.94,5.44,13.7,4.31
2010-09-28,3.61,4.86,12.3,3.94
2010-09-29,11.1,10.3,26.5,5.41
2010-09-30,6.14,9.46,20.3,4.4
2010-10-01,22.4,39.1,82.9,21.7
2010-10-02,8.9,19.2,39.2,8.82
2010-10-03,28.5,54.0,128.0,45.3
2010-10-04,9.36,19.8,43.8,11.9
2010-10-05,7.07,11.5,25.8,7.58
2010-10-06,20.3,22.8,54.8,8.82
2010-10-07,6.99,11.2,24.1,5.54
2010-10-08,5.12,7.79,17.4,4.55
2010-10-09,4.21,6.28,14.4,4.02
2010-10-10,3.56,5.24,12.2,3.6
2010-10-11,3.09,4.54,10.7,3.29
2010-10-12,2.86,3.95,9.68,3.07
2010-10-13,2.64,3.62,8.87,2.82
2010-10-14,2.49,3.36,8.33,2.7
2010-10-15,2.37,3.2,8.09,2.74
2010-10-16,2.23,2.91,7.43,2.53
2010-10-17,2.15,2.76,7.33,2.73
2010-10-18,2.84,3.49,10.2,4.26
2010-10-19,3.77,4.2,12.5,4.56
2010-10-20,2.79,3.55,9.44,3.27
2010-10-21,4.25,6.3,13.4,3.52
2010-10-22,17.3,14.9,36.4,5.59
2010-10-23,13.3,28.1,51.5,6.45
2010-10-24,5.61,8.69,18.6,4.1
2010-10-25,4.03,5.89,13.1,3.46
2010-10-26,16.2,14.2,36.3,6.17
2010-10-27,19.5,29.1,59.9,7.88
2010-10-28,13.1,21.4,43.3,6.26
2010-10-29,7.26,11.8,23.9,4.61
2010-10-30,6.03,13.6,23.3,3.77
2010-10-31,4.7,7.97,15.8,3.31
2010-11-01,4.46,6.36,13.6,3.25
2010-11-02,46.5,79.1,159.0,37.5
2010-11-03,25.0,50.6,99.5,23.5
2010-11-04,107.0,191.0,388.0,102.0
2010-11-05,27.4,61.5,120.0,25.2
2010-11-06,12.1,29.5,59.1,13.3
2010-11-07,8.24,18.6,39.0,11.7
2010-11-08,22.2,55.1,133.0,53.6
2010-11-09,11.6,40.1,77.2,20.2
2010-11-10,7.06,19.2,39.5,11.5
2010-11-11,24.2,55.8,108.0,27.3
2010-11-12,12.8,34.9,67.6,15.9
2010-11-13,11.2,25.9,69.5,27.3
2010-11-14,14.9,21.6,54.6,14.7
2010-11-15,8.01,14.0,32.9,9.81
2010-11-16,6.87,12.4,28.4,8.48
2010-11-17,6.75,12.2,38.0,17.6
2010-11-18,6.91,11.3,30.0,11.1
2010-11-19,6.52,10.9,26.0,8.06
2010-11-20,5.07,8.57,20.2,6.45
2010-11-21,4.49,7.4,17.7,5.83
2010-11-22,4.21,7.5,17.0,5.42
2010-11-23,3.94,7.71,16.6,5.0
2010-11-24,3.64,6.29,14.2,4.42
2010-11-25,3.27,5.35,12.5,4.04
2010-11-26,2.89,4.66,11.1,3.73
2010-11-27,2.51,4.06,9.8,3.46
2010-11-28,2.36,3.85,9.16,3.24
2010-11-29,2.46,3.81,9.2,3.2
2010-11-30,2.22,3.46,8.66,3.22
2010-12-01,2.23,3.38,8.4,3.07
2010-12-02,1.93,3.07,7.84,2.94
2010-12-03,2.2,3.2,8.05,2.95
2010-12-04,2.75,4.0,11.5,4.95
2010-12-05,2.22,3.09,9.12,3.73
2010-12-06,1.96,2.67,7.43,3.16
2010-12-07,2.26,3.3,8.38,3.03
2010-12-08,1.58,2.17,6.26,2.66
2010-12-09,2.59,3.29,8.92,3.68
2010-12-10,7.06,19.7,40.6,13.4
2010-12-11,5.31,19.2,33.9,7.39
2010-12-12,3.49,8.17,16.7,4.87
2010-12-13,3.0,6.04,13.2,4.26
2010-12-14,2.69,5.02,11.3,3.77
2010-12-15,2.57,4.79,10.8,3.71
2010-12-16,6.02,9.33,22.7,7.53
2010-12-17,3.67,6.73,15.1,4.56
2010-12-18,2.6,4.15,10.5,3.63
2010-12-19,1.74,3.1,10.6,3.16
2010-12-20,1.98,3.09,16.4,2.78
2010-12-21,1.93,2.55,19.0,2.91
2010-12-22,2.13,2.89,26.5,2.81
2010-12-23,2.09,3.22,32.1,2.61
2010-12-24,1.89,2.88,38.0,2.37
2010-12-25,1.88,2.79,36.0,2.55
2010-12-26,2.16,2.79,28.7,2.61
2010-12-27,2.87,4.23,29.7,6.82
2010-12-28,6.37,17.4,50.5,17.2
2010-12-29,16.7,31.2,64.5,12.7
2010-12-30,12.1,20.1,42.4,7.9
2010-12-31,6.81,12.2,25.5,6.08
2011-01-01,5.51,9.5,20.3,5.4
2011-01-02,4.13,7.3,15.8,4.6
2011-01-03,3.42,5.79,13.0,4.17
2011-01-04,5.8,6.39,15.8,5.01
2011-01-05,24.4,26.7,64.3,10.3
2011-01-06,9.79,18.0,36.2,6.91
2011-01-07,7.53,15.2,31.1,8.51
2011-01-08,14.7,30.8,67.0,17.6
2011-01-09,8.89,18.4,38.2,9.23
2011-01-10,23.9,42.3,87.2,24.0
2011-01-11,17.8,44.2,81.5,15.9
2011-01-12,29.3,42.0,95.4,21.7
2011-01-13,24.1,46.8,92.1,17.9
2011-01-14,13.6,29.0,56.6,10.8
2011-01-15,95.5,139.0,269.0,41.4
2011-01-16,47.0,81.2,157.0,28.2
2011-01-17,15.2,33.3,65.9,13.0
2011-01-18,8.79,18.6,37.9,8.8
2011-01-19,6.54,12.4,26.0,6.91
2011-01-20,5.13,9.42,20.2,5.77
2011-01-21,4.27,7.61,16.6,5.04
2011-01-22,3.78,6.59,14.4,4.55
2011-01-23,3.62,6.23,13.9,4.53
2011-01-24,3.49,5.95,13.4,4.4
2011-01-25,3.69,5.81,13.8,4.92
2011-01-26,3.47,5.56,13.6,4.95
2011-01-27,3.09,5.48,12.2,4.12
2011-01-28,2.8,4.68,10.7,3.7
2011-01-29,2.54,4.02,9.5,3.4
2011-01-30,2.45,3.78,9.07,3.32
2011-01-31,2.44,3.85,9.11,3.44
2011-02-01,6.5,10.7,22.1,5.56
2011-02-02,8.04,11.2,23.8,5.22
2011-02-03,14.6,35.9,79.2,35.1
2011-02-04,47.3,103.0,205.0,53.5
2011-02-05,65.9,113.0,269.0,97.4
2011-02-06,75.9,122.0,267.0,70.1
2011-02-07,24.1,48.7,101.0,24.0
2011-02-08,13.0,25.1,54.5,13.8
2011-02-09,26.0,45.8,89.9,15.4
2011-02-10,12.7,21.4,47.0,9.97
2011-02-11,16.3,19.3,46.8,10.7
2011-02-12,20.2,31.5,68.3,12.7
2011-02-13,35.7,56.0,122.0,33.3
2011-02-14,22.3,36.5,79.2,16.3
2011-02-15,14.3,23.5,54.0,14.2
2011-02-16,15.4,32.3,66.1,13.4
2011-02-17,8.55,15.3,34.2,8.36
2011-02-18,6.55,10.9,25.4,7.04
2011-02-19,8.56,10.8,28.7,8.4
2011-02-20,7.76,10.6,25.8,6.67
2011-02-21,6.95,10.5,24.3,6.25
2011-02-22,6.57,9.79,22.5,5.79
2011-02-23,14.3,18.1,42.5,8.05
2011-02-24,8.64,14.4,31.2,6.5
2011-02-25,7.49,11.6,29.4,9.74
2011-02-26,13.0,23.8,57.3,15.6
2011-02-27,8.4,13.0,32.2,8.89
2011-02-28,6.06,9.32,22.8,6.61
2011-03-01,4.94,7.63,18.1,5.46
2011-03-02,4.33,6.44,15.6,4.86
2011-03-03,3.91,5.62,13.8,4.41
2011-03-04,3.65,5.17,12.9,4.25
2011-03-05,3.37,4.67,11.8,3.93
2011-03-06,3.11,4.21,10.8,3.67
2011-03-07,2.93,3.96,10.2,3.5
2011-03-08,2.96,4.12,10.5,3.75
2011-03-09,5.24,6.3,17.8,6.33
2011-03-10,4.88,8.47,19.0,5.7
2011-03-11,8.43,12.7,26.1,5.45
2011-03-12,7.84,15.4,29.9,5.76
2011-03-13,10.0,11.8,29.1,6.34
2011-03-14,5.22,7.63,17.5,4.52
2011-03-15,4.15,5.92,13.9,3.97
2011-03-16,3.6,5.39,12.5,3.7
2011-03-17,3.28,4.89,11.5,3.42
2011-03-18,2.96,4.35,10.4,3.16
2011-03-19,2.72,3.79,9.42,3.0
2011-03-20,2.77,3.62,9.27,2.99
2011-03-21,2.77,3.78,9.33,2.91
2011-03-22,2.54,3.8,9.02,2.77
2011-03-23,2.35,3.43,8.32,2.66
2011-03-24,2.24,3.11,7.81,2.61
2011-03-25,2.16,2.89,7.49,2.6
2011-03-26,2.07,2.72,7.15,2.52
2011-03-27,2.0,2.58,6.83,2.44
2011-03-28,1.93,2.46,6.61,2.41
2011-03-29,1.91,2.41,6.53,2.42
2011-03-30,2.1,2.63,6.92,2.51
2011-03-31,4.13,6.0,12.6,2.82
2011-04-01,2.94,5.47,10.7,2.5
2011-04-02,4.17,6.42,12.8,2.42
2011-04-03,3.03,4.81,10.0,2.29
2011-04-04,16.5,15.3,31.7,3.4
2011-04-05,26.7,43.2,78.2,4.98
2011-04-06,19.7,25.4,53.3,4.71
2011-04-07,6.33,9.34,19.0,3.03
2011-04-08,4.35,6.3,13.1,2.61
2011-04-09,3.5,4.8,10.5,2.41
2011-04-10,3.0,4.02,9.03,2.27
2011-04-11,3.14,3.79,9.62,2.94
2011-04-12,2.76,3.39,8.22,2.3
2011-04-13,2.54,3.13,7.64,2.24
2011-04-14,2.41,3.05,7.38,2.27
2011-04-15,2.26,2.96,7.12,2.25
2011-04-16,2.13,2.65,6.61,2.16
2011-04-17,2.0,2.45,6.19,2.1
2011-04-18,1.92,2.32,5.97,2.1
2011-04-19,1.84,2.2,5.74,2.08
2011-04-20,1.76,2.19,5.61,2.06
2011-04-21,1.71,2.17,5.54,2.01
2011-04-22,1.66,2.1,5.41,1.98
2011-04-23,1.68,1.87,5.16,1.89
2011-04-24,1.57,1.74,4.81,1.84
2011-04-25,1.53,1.67,4.71,1.85
2011-04-26,1.49,1.62,4.66,1.88
2011-04-27,1.45,1.72,4.61,1.82
2011-04-28,1.43,1.68,4.56,1.8
2011-04-29,1.4,1.44,4.32,1.77
2011-04-30,1.34,1.33,4.07,1.7
2011-05-01,1.29,1.26,3.86,1.67
2011-05-02,1.26,1.19,3.79,1.67
2011-05-03,1.27,1.21,3.81,1.68
2011-05-04,1.31,1.19,3.86,1.68
2011-05-05,1.35,1.18,3.94,1.72
2011-05-06,1.46,1.31,4.55,2.25
2011-05-07,1.82,1.85,7.76,4.41
2011-05-08,2.87,2.24,8.32,3.2
2011-05-09,1.74,2.46,6.3,2.37
2011-05-10,1.53,1.96,5.34,2.13
2011-05-11,1.44,1.77,4.81,1.92
2011-05-12,1.45,1.85,4.84,1.95
2011-05-13,1.47,2.85,6.32,2.37
2011-05-14,0.61,3.05,6.38,2.15
2011-05-15,3.82,2.51,9.98,3.44
2011-05-16,34.1,11.8,56.2,9.81
2011-05-17,17.5,21.1,51.5,8.7
2011-05-18,13.2,21.9,42.5,5.36
2011-05-19,4.88,6.71,14.9,3.14
2011-05-20,3.43,3.99,9.91,2.7
2011-05-21,3.32,3.34,9.17,3.14
2011-05-22,8.2,10.1,21.1,3.53
2011-05-23,11.9,14.9,32.4,4.91
2011-05-24,5.22,8.14,16.7,3.13
2011-05-25,3.48,4.87,10.6,2.51
2011-05-26,11.1,5.83,22.4,5.93
2011-05-27,9.32,6.56,18.6,3.73
2011-05-28,15.6,22.9,46.9,6.11
2011-05-29,7.86,11.6,24.3,4.74
2011-05-30,5.79,7.95,18.8,5.15
2011-05-31,4.56,5.43,14.0,4.03
2011-06-01,3.41,3.94,10.0,2.85
2011-06-02,2.92,3.25,8.41,2.5
2011-06-03,2.54,2.61,7.15,2.26
2011-06-04,2.27,2.25,6.29,2.08
2011-06-05,2.25,2.19,6.5,2.38
2011-06-06,2.11,2.02,5.91,2.08
2011-06-07,2.15,2.58,7.36,2.91
2011-06-08,2.38,3.24,8.54,3.24
2011-06-09,2.34,3.66,8.23,2.46
2011-06-10,2.11,3.54,7.44,2.16
2011-06-11,1.97,2.97,6.68,2.0
2011-06-12,6.52,6.39,15.1,3.51
2011-06-13,9.78,13.9,28.3,3.94
2011-06-14,3.91,5.9,12.2,2.43
2011-06-15,2.97,4.24,10.7,3.62
2011-06-16,2.72,3.69,9.25,2.9
2011-06-17,2.45,3.11,7.74,2.55
2011-06-18,2.56,3.06,7.98,2.59
2011-06-19,2.97,3.54,8.6,2.51
2011-06-20,2.56,3.7,8.93,3.05
2011-06-21,7.21,9.72,20.9,5.37
2011-06-22,9.28,16.6,31.6,4.57
2011-06-23,7.2,16.7,29.3,5.06
2011-06-24,7.56,9.85,20.9,4.34
2011-06-25,25.6,24.9,65.6,10.2
2011-06-26,7.87,12.5,26.1,4.53
2011-06-27,4.85,7.77,15.7,3.02
2011-06-28,3.54,4.67,10.5,2.49
2011-06-29,2.94,3.44,8.31,2.21
2011-06-30,2.68,2.89,7.33,2.1
2011-07-01,2.44,2.51,6.54,1.97
2011-07-02,2.27,2.27,6.03,1.89
2011-07-03,2.12,2.06,5.59,1.82
2011-07-04,2.0,1.91,5.23,1.77
2011-07-05,1.96,2.03,5.63,2.36
2011-07-06,2.34,3.43,10.5,4.93
2011-07-07,8.33,11.9,22.4,3.13
2011-07-08,10.8,15.9,32.7,5.79
2011-07-09,11.6,21.5,41.0,4.93
2011-07-10,4.39,7.49,24.4,8.58
2011-07-11,3.02,4.67,11.5,3.57
2011-07-12,2.51,3.57,8.58,2.59
2011-07-13,2.21,2.94,7.12,2.21
2011-07-14,2.02,2.56,6.29,2.05
2011-07-15,2.05,2.59,6.45,2.18
2011-07-16,3.42,5.15,15.6,7.39
2011-07-17,27.3,25.0,70.8,15.9
2011-07-18,39.2,21.8,89.3,23.6
2011-07-19,9.98,10.7,29.7,7.38
2011-07-20,5.64,11.6,22.2,4.96
2011-07-21,4.14,11.3,19.8,3.83
2011-07-22,3.68,5.56,13.7,4.25
2011-07-23,3.36,4.26,10.9,3.27
2011-07-24,2.76,3.32,8.58,2.68
2011-07-25,2.46,2.83,7.43,2.44
2011-07-26,2.25,2.51,6.72,2.29
2011-07-27,2.12,2.23,6.16,2.17
2011-07-28,2.03,2.07,5.82,2.1
2011-07-29,1.94,1.93,5.45,1.97
2011-07-30,1.87,1.8,5.23,1.94
2011-07-31,1.83,1.69,5.06,1.92
2011-08-01,1.85,1.71,5.12,1.95
2011-08-02,2.02,1.86,6.92,3.29
2011-08-03,17.1,1.8,5.27,2.06
2011-08-04,26.3,2.24,7.13,3.08
2011-08-05,24.5,2.0,5.79,2.19
2011-08-06,16.0,3.11,14.0,4.61
2011-08-07,7.24,5.98,21.5,7.31
2011-08-08,3.89,3.78,11.7,3.88
2011-08-09,2.61,3.03,8.14,2.62
2011-08-10,66.3,68.0,152.0,18.3
2011-08-11,57.0,103.0,207.0,29.7
2011-08-12,16.7,30.8,63.1,11.1
2011-08-13,13.7,23.9,48.1,7.41
2011-08-14,7.53,12.4,25.5,5.17
2011-08-15,5.65,9.26,19.0,4.39
2011-08-16,13.4,22.7,42.7,5.4
2011-08-17,6.28,10.9,21.3,3.85
2011-08-18,4.5,6.6,14.3,3.34
2011-08-19,3.83,5.31,12.1,3.12
2011-08-20,5.1,5.1,12.6,3.15
2011-08-21,6.41,11.6,20.8,2.88
2011-08-22,3.82,5.9,12.1,2.53
2011-08-23,3.14,4.31,9.55,2.33
2011-08-24,3.05,3.74,8.76,2.28
2011-08-25,2.92,3.59,8.8,2.54
2011-08-26,2.81,3.18,8.13,2.44
2011-08-27,6.7,3.51,13.9,4.21
2011-08-28,6.88,6.42,17.3,3.88
2011-08-29,4.21,3.88,11.1,3.2
2011-08-30,3.98,3.25,10.2,3.17
